Provincia,Partido,Unnamed: 2,Poblacion,ADSL,CABLEMODEM,Unnamed: 6,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Unnamed: 13,Latitud,Longitud
BUENOS AIRES,Alberti,Villa Ortiz (Est Coronel Mom),00,--,--,--,0,--,--,SI,SI,SI,00,"-34,8435329449862","-60,3048498633642"
0,Apóstoles,Rincón de Azara,00,0,--,--,0,0,--,0,--,--,00,0,"-55,6318879848456"
MISIONES,Apóstoles,0,53380,SI,--,0,SI,--,SI,SI,SI,0,540070600,"-27,7653179990542","-55,7746920758949"
BUENOS AIRES,0,0,302710,SI,0,0,SI,SI,0,SI,0,SI,60280100,"-34,8015580737331",0
0,Almirante Brown,Burzaco,922230,0,SI,SI,SI,0,SI,0,SI,SI,60280100,0,"-58,3986874871405"
BUENOS AIRES,Almirante Brown,Claypole,00,SI,SI,SI,0,--,SI,0,SI,SI,00,0,"-58,3447825531042"
BUENOS AIRES,Almirante Brown,0,463660,--,SI,0,--,--,0,--,0,SI,60280100,"-34,8210751643113",0
BUENOS AIRES,0,Glew,619850,SI,0,SI,SI,--,0,SI,0,0,60280100,"-34,8860114180413",0
BUENOS AIRES,Almirante Brown,Jose Mármol,00,0,SI,SI,0,--,SI,0,SI,SI,60280100,0,"-58,3681475603787"
0,Fray Mamerto Esquiú,La Tercena,00,0,--,--,--,0,SI,0,SI,--,00,"-28,3734473479931","-65,7081292515981"
0,Almirante Brown,Longchamps,00,0,SI,SI,0,0,SI,SI,SI,0,60280100,"-34,8609450255718","-58,3891476922426"
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,00,SI,SI,SI,0,--,SI,SI,0,SI,60280100,"-34,8189583169642",0
BUENOS AIRES,0,0,179280,SI,0,0,SI,--,0,0,SI,SI,00,0,"-58,3616465427911"
BUENOS AIRES,Almirante Brown,0,604220,SI,SI,0,SI,--,SI,0,SI,SI,60280100,0,"-58,350598184222"
BUENOS AIRES,Almirante Brown,San Francisco Solano,00,SI,SI,SI,0,--,SI,SI,0,SI,60280100,"-34,7866743578473",0
0,Almirante Brown,San Jose,00,0,SI,SI,SI,0,SI,SI,SI,0,60280100,"-34,7673771924196","-58,3432771404358"
0,Apóstoles,Tres Capones,4850,0,--,--,--,0,--,0,--,--,540070700,0,"-55,608042877744"
0,Cainguás,1º de Mayo,00,0,--,--,0,0,--,0,--,SI,00,0,"-55,029165269622"
BUENOS AIRES,0,Parada Orlando,12070,--,0,--,--,SI,0,--,0,--,62660500,"-34,3273003551547",0
BUENOS AIRES,0,0,80080,SI,0,0,SI,--,0,SI,SI,0,62660600,"-34,3581118951493","-59,0310010709452"
BUENOS AIRES,Ezeiza,0,56510,SI,--,0,SI,SI,--,0,SI,SI,00,"-34,8128216283518","-58,5521650062885"
BUENOS AIRES,0,Canning,34440,SI,0,SI,SI,--,0,0,SI,SI,62700100,0,"-58,5087006002723"
BUENOS AIRES,Ezeiza,Carlos Spegazzini,00,SI,SI,SI,0,SI,SI,SI,0,0,62700100,"-34,9338489869515",0
0,Ezeiza,José Maria Ezeiza,562190,0,SI,SI,0,0,SI,SI,0,SI,62700100,"-34,8536100103068",0
BUENOS AIRES,0,0,332270,SI,0,0,SI,SI,0,0,SI,SI,62700100,0,"-58,5558695462288"
MISIONES,Eldorado,0,8170,--,--,0,--,--,--,--,--,--,00,"-26,1791395472552","-54,5836572818887"
0,Eldorado,Pueblo Nuevo,00,0,--,--,0,0,--,--,0,--,540420550,"-26,2445413608016",0
0,Ezeiza,Tristán Suarez,379440,0,SI,SI,SI,0,SI,SI,SI,0,62700100,"-34,8851527149847","-58,5700335845498"
BUENOS AIRES,0,0,640770,SI,0,0,SI,--,0,0,SI,SI,00,0,"-58,2229120039488"
BUENOS AIRES,0,El Tropezon,00,--,0,--,--,--,0,--,SI,SI,00,"-34,9564048574127","-58,2787454299742"
BUENOS AIRES,0,Estanislao Severo Zeballos,260050,SI,0,0,SI,--,0,SI,SI,0,62740100,"-34,812285887223","-58,2426532633495"
BUENOS AIRES,Florencio Varela,0,1496760,SI,SI,0,SI,SI,SI,SI,0,0,62740100,"-34,7960544308506",0
0,Florencio Varela,Gobernador Julio A Costa,611350,0,SI,SI,SI,0,--,SI,SI,SI,00,"-34,8152397261388","-58,3082334245906"
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,00,SI,SI,--,0,--,--,0,SI,SI,62740100,0,"-58,2110437322304"
BUENOS AIRES,Florencio Varela,0,00,--,--,0,SI,--,--,SI,0,SI,62740100,"-34,9437330109546",0
BUENOS AIRES,0,0,00,--,0,0,--,--,0,--,0,0,64410300,"-34,9830288461923",0
BUENOS AIRES,Lanús,0,337040,SI,SI,0,SI,--,--,SI,SI,SI,00,"-34,6909571502715","-58,3838628492162"
BUENOS AIRES,0,0,559520,SI,0,0,SI,SI,0,0,SI,SI,00,0,"-58,3725047463731"
BUENOS AIRES,Lanús,Lanús Oeste,00,--,SI,SI,0,--,SI,SI,SI,0,64340100,"-34,6957815314992","-58,416253274019"
0,Lanús,Monte Chingolo,862200,0,SI,SI,SI,0,--,SI,0,SI,64340100,"-34,7302098940207",0
0,Lanús,Remedios Escalada De San Martin,825760,0,SI,SI,SI,0,SI,0,SI,SI,00,0,"-58,397669711018"
0,Lanús,Valentín Alsina,00,0,SI,SI,0,0,SI,SI,SI,SI,00,"-34,672035526127","-58,4134851675076"
BUENOS AIRES,0,Laprida,88400,--,0,--,SI,--,0,SI,0,0,64480100,"-37,5467976434903",0
BUENOS AIRES,0,0,360,--,0,0,--,--,0,--,--,0,64480200,"-37,3263227","-60,9098409"
BUENOS AIRES,Laprida,Pueblo San Jorge,00,--,--,--,0,0,SI,SI,--,--,00,0,"-60,9621658450441"
0,Las Flores,Coronel Boerr,150,0,--,--,--,0,SI,0,--,--,64550100,0,"-59,0693547287839"
BUENOS AIRES,0,El Trigo,430,--,0,--,SI,--,0,--,0,0,64550200,"-35,8815483511482",0
BUENOS AIRES,Las Flores,0,214550,SI,--,0,SI,--,SI,SI,0,SI,64550300,"-36,0154969145348",0
0,Las Flores,Pardo,00,0,--,--,0,0,SI,0,SI,SI,00,0,"-59,3662916338311"
BUENOS AIRES,Leandro N Alem,Alberdi Viejo,00,SI,--,--,0,--,SI,0,SI,SI,64620100,0,"-61,8448787838164"
0,Leandro N Alem,El Dorado,00,0,--,--,0,0,SI,SI,0,--,64620200,"-34,6528608747523",0
0,Leandro N Alem,Fortín Acha,1030,0,--,--,--,0,SI,--,0,0,64620300,"-34,3430420274499",0
BUENOS AIRES,0,0,34040,SI,0,0,SI,--,0,0,SI,SI,64620400,0,"-61,8121893821736"
BUENOS AIRES,0,Leandro N Alem,24680,--,0,--,--,--,0,--,SI,SI,00,"-34,5217246234597","-61,391182899484"
0,Leandro N Alem,Vedia,88270,0,--,--,SI,0,SI,SI,SI,0,64620600,"-34,4973984349932","-61,5453447631479"
0,Fray Mamerto Esquiú,Pomancillo Este,00,0,--,--,0,--,--,SI,0,0,100630200,"-28,3087173740113",0
BUENOS AIRES,Quilmes,Villa La Florida,00,SI,SI,SI,0,--,SI,0,SI,SI,00,0,"-58,2957092489115"
0,Ramallo,El Paraíso,00,0,--,--,--,0,--,0,--,--,66650100,0,"-59,9791123483107"
BUENOS AIRES,Ramallo,0,310,--,--,0,--,--,--,--,0,0,66650200,"-33,6366100825527","-59,9895563465816"
BUENOS AIRES,0,Pérez Millán,45700,--,0,--,SI,--,0,SI,0,SI,66650300,"-33,7674497804832",0
BUENOS AIRES,0,Ramallo,133190,SI,0,--,SI,SI,0,0,SI,SI,66650400,0,"-60,0072209741607"
BUENOS AIRES,0,0,15110,--,0,0,--,--,0,--,SI,SI,00,"-33,4352672179447","-60,1451316522293"
0,Ramallo,Villa Ramallo,112800,0,SI,--,SI,0,--,SI,0,SI,66650600,"-33,502293213764",0
0,Rauch,Rauch,00,0,--,SI,0,0,SI,SI,0,0,66720100,"-36,7755035485732",0
BUENOS AIRES,Rivadavia,0,116850,SI,SI,0,SI,SI,0,SI,SI,SI,00,"-35,4903412429492","-62,9763759840765"
BUENOS AIRES,0,Fortín Olavarría,10860,SI,0,--,SI,--,0,0,SI,SI,66790200,0,"-63,0230332752501"
0,Rivadavia,González Moreno,16100,0,--,--,--,0,SI,--,SI,0,66790300,"-35,5576529256075","-63,3815800402317"
BUENOS AIRES,Rivadavia,Mira Pampa,00,--,--,--,0,--,--,--,0,--,66790400,"-35,8703867348478",0
BUENOS AIRES,0,0,2390,--,0,--,--,--,0,SI,--,--,00,"-35,8466320155134","-63,2898118317476"
BUENOS AIRES,Rivadavia,0,180,--,--,0,--,--,--,0,--,--,00,0,"-63,1882154861262"
BUENOS AIRES,0,0,5220,--,0,0,SI,--,0,SI,0,0,66790700,"-35,2750295400617",0
BUENOS AIRES,0,Sundblad,630,--,0,--,--,--,0,--,--,0,66790800,"-35,7656416636683","-63,1386100973601"
0,Rojas,Barrio Las Margaritas,00,0,--,--,0,0,--,0,--,--,66860800,0,"-60,6820264999894"
0,Rojas,La Beba,370,0,--,--,--,0,--,--,--,--,00,"-34,1555633544922","-61,0121421813965"
BUENOS AIRES,0,Las Carabelas,11070,--,0,--,SI,SI,0,SI,0,0,66860200,"-34,0381002651925",0
BUENOS AIRES,Rojas,0,660,--,0,0,--,--,--,--,0,--,66860300,"-34,3735696107802",0
BUENOS AIRES,Rojas,0,9010,--,--,0,--,--,SI,--,--,SI,00,"-34,3588132488617","-60,7845693256007"
BUENOS AIRES,0,0,230,--,0,0,--,--,0,0,--,--,66860500,0,"-60,6667747497559"
BUENOS AIRES,Rojas,Rojas,00,SI,SI,SI,0,--,SI,SI,SI,0,66860600,"-34,1961600446015","-60,7332636467146"
0,Rojas,Sol de Mayo,00,0,--,--,0,0,--,--,0,0,66860700,"-34,2689448512236",0
0,Rojas,Villa Manuel Pomar,520,0,--,--,--,0,--,0,--,--,00,0,"-60,9379380238883"
BUENOS AIRES,Rojas,Villa Parque Cecir,00,--,--,--,0,0,--,--,--,--,00,"-34,1707175989305","-60,7438336816558"
BUENOS AIRES,0,Carlos Beguerie,3990,--,0,--,--,--,0,SI,0,--,66930100,"-35,4854690457283",0
CATAMARCA,0,0,2540,--,0,0,--,--,--,--,--,0,100630300,"-28,3178432457188","-65,7423447192215"
0,Fray Mamerto Esquiú,San Antonio,00,0,--,--,0,0,--,0,SI,SI,00,0,"-65,7062134320732"
0,Arrecifes,Arrecifes,264000,0,SI,SI,SI,0,SI,0,SI,SI,60770100,0,"-60,1025564443537"
BUENOS AIRES,0,0,7320,--,0,0,SI,--,0,SI,0,0,60770200,"-34,0328240475348",0
BUENOS AIRES,Arrecifes,0,4640,SI,SI,0,--,--,--,--,0,SI,60770300,"-33,9922765156087",0
0,Avellaneda,Area Reserva Cinturón Ecológico,00,0,--,--,0,0,--,--,SI,SI,00,"-34,6750056478487","-58,3105634248142"
BUENOS AIRES,Avellaneda,Avellaneda,00,SI,SI,SI,0,SI,SI,0,SI,SI,60350100,0,"-58,3656990232718"
0,Avellaneda,Crucesita,00,0,SI,--,0,--,--,SI,0,SI,60350100,"-34,66910587351",0
0,Avellaneda,Dock Sud,373920,0,SI,--,SI,0,SI,SI,0,0,60350100,"-34,6491266928534","-58,3411774769137"
BUENOS AIRES,Avellaneda,0,323840,--,SI,0,SI,--,0,0,SI,SI,60350100,0,"-58,3726025503412"
BUENOS AIRES,0,Villa Brown,74840,--,0,--,SI,--,0,0,SI,SI,00,0,"-58,2898092496787"
0,Florencio Varela,Villa San Luis,126930,0,SI,--,--,0,--,--,SI,0,62740100,"-34,8627929258513","-58,2553232274346"
0,Florencio Varela,Villa Santa Rosa,00,0,SI,SI,0,0,--,SI,0,0,62740100,"-34,8380276482598",0
0,Florencio Varela,Villa Vatteone,00,0,SI,SI,0,0,--,0,SI,SI,62740100,0,"-58,2635239901185"
BUENOS AIRES,Florentino Ameghino,Blaquier,00,--,--,--,0,SI,SI,0,SI,SI,00,0,"-62,4786821321875"
BUENOS AIRES,0,0,72250,SI,0,0,SI,--,0,SI,0,SI,62770200,"-34,846677699169",0
BUENOS AIRES,Florentino Ameghino,0,1560,--,--,0,--,--,SI,--,0,0,62770300,"-34,9522292183733","-62,2174229886622"
BUENOS AIRES,General Alvarado,0,10,--,--,0,--,--,0,--,--,--,00,"-38,4348806367321","-58,216863731472"
BUENOS AIRES,0,Comandante Nicanor Otamendi,66230,--,0,SI,SI,SI,0,0,SI,SI,62800100,0,"-57,8415353121543"
0,General Alvarado,Mar del Sur,00,0,--,SI,0,--,SI,SI,0,0,62800200,"-38,3446881533109",0
0,General Alvarado,Mechongué,13070,0,--,--,--,0,SI,SI,0,SI,62800300,"-38,1486545138318",0
CATAMARCA,0,La Viña,1290,--,0,--,--,--,0,0,--,--,100770600,0,"-65,6079383578395"
CATAMARCA,0,0,1360,--,0,0,--,SI,0,--,--,--,00,"-27,826913357423","-65,7401079267206"
CATAMARCA,Paclín,Monte Potrero,00,--,--,--,0,--,--,--,0,SI,100770800,"-28,19124607288",0
0,Lincoln,Arenaza,00,0,--,--,0,0,--,SI,SI,0,64690100,"-34,9846043002155","-61,7729116988591"
BUENOS AIRES,Lincoln,0,5410,--,--,0,--,--,SI,0,--,SI,00,0,"-61,2895451446375"
BUENOS AIRES,0,0,720,--,0,0,--,--,0,--,--,--,00,"-34,6966047108596","-61,3250128810539"
BUENOS AIRES,0,Carlos Salas,2340,--,0,--,--,--,0,--,--,0,64690400,"-35,3913662871435","-61,9949102331933"
BUENOS AIRES,0,0,10410,SI,0,0,--,--,--,SI,0,0,64690500,"-35,3321817215807",0
0,Lincoln,El Triunfo,15430,0,--,SI,SI,0,--,SI,SI,SI,00,"-35,0882210775847","-61,5163333232822"
BUENOS AIRES,Lincoln,Las Toscas,00,SI,--,--,0,0,--,0,--,--,00,0,"-61,8061599731445"
BUENOS AIRES,0,0,280510,SI,0,0,SI,--,0,SI,0,SI,64690800,"-34,869042222818",0
BUENOS AIRES,0,Pasteur,19620,--,0,--,--,SI,0,SI,0,0,64690900,"-35,1426386337075",0
BUENOS AIRES,0,Roberts,29820,--,0,0,SI,--,0,0,SI,SI,00,0,"-61,9707859541264"
BUENOS AIRES,Lincoln,0,760,--,--,0,--,--,--,--,--,--,00,"-34,6758379792473","-61,4657087059048"
0,Lobería,Arenas Verdes,120,0,--,--,--,0,SI,--,0,0,64760100,"-38,5463782386967",0
BUENOS AIRES,Lobería,Licenciado Matienzo,00,--,--,--,0,--,SI,--,--,0,64760200,"-37,9097927118145","-58,9120965943062"
0,Lobería,Lobería,00,0,--,SI,0,0,SI,SI,SI,SI,00,"-38,165273387122","-58,7822303314999"
0,Lobería,Pieres,360,0,--,--,--,0,SI,0,--,SI,00,0,"-58,670580006548"
BUENOS AIRES,0,0,103580,SI,0,0,SI,--,0,SI,SI,0,66930200,"-35,4016375824204","-59,3346857845207"
BUENOS AIRES,0,Arroyo Corto,5140,--,0,--,SI,--,0,SI,0,--,67000100,"-37,512917973477",0
0,Saavedra,Colonia San Martín,920,0,--,--,--,0,--,0,--,--,67000200,0,"-62,3326095560459"
BUENOS AIRES,Saavedra,Dufaur,00,--,--,--,0,--,--,0,--,--,00,0,"-62,284864272698"
BUENOS AIRES,Saavedra,0,7850,--,--,0,SI,--,SI,SI,0,SI,67000400,"-37,3604343942367",0
BUENOS AIRES,0,Goyena,5160,--,0,--,SI,--,0,--,0,0,67000500,"-37,7192518502325",0
BUENOS AIRES,Saavedra,Las Encadenadas,00,--,--,--,0,--,--,0,--,--,67000550,0,"-62,4704140736323"
0,Saavedra,Pigüé,143830,0,--,--,0,0,--,SI,SI,SI,00,"-37,6063896033626","-62,4057728759143"
0,Saavedra,Saavedra,22760,0,--,--,SI,0,SI,SI,0,0,67000700,"-37,7636402199499","-62,3506328041255"
0,Saladillo,Alvarez de Toledo,00,0,--,--,0,0,--,SI,0,--,67070100,"-35,6391609182127",0
BUENOS AIRES,0,Blaquier,00,--,0,--,--,--,0,0,--,--,00,0,"-59,3038642874232"
BUENOS AIRES,0,0,2090,--,0,0,SI,--,0,0,--,--,67070300,0,"-59,6645037628687"
0,Saladillo,Del Carril,00,--,--,--,0,--,SI,SI,0,SI,67070400,"-35,5127172285926",0
0,Saladillo,Polvaredas,3920,0,--,--,--,0,--,--,--,0,67070500,"-35,593907231155","-59,5079734849201"
0,Eldorado,Puerto Mado,00,0,--,--,0,0,--,--,--,--,00,0,"-54,6247146607981"
0,Eldorado,Puerto Pinares,27430,0,--,--,--,0,--,0,--,SI,540420700,0,"-54,6857660084129"
CABA,0,0,486110,SI,0,0,SI,SI,0,SI,0,0,20000100,"-34,623864473461",0
CATAMARCA,0,Fiambalá,46930,--,0,--,SI,SI,0,SI,0,SI,101051100,"-27,69316213413",0
CATAMARCA,0,La Puntilla,00,--,0,--,--,--,0,0,--,--,101051500,0,"-67,4981013989976"
CATAMARCA,Tinogasta,0,00,--,--,0,--,--,--,0,--,--,00,0,"-67,6139458012753"
0,Tinogasta,Los Balverdis,00,0,--,--,--,0,--,--,0,--,101051200,"-28,2769854029709",0
CATAMARCA,Tinogasta,Medanitos,00,--,--,--,0,--,--,--,--,0,101051300,"-27,5239130706008","-67,5891477326484"
CATAMARCA,Tinogasta,0,9920,--,--,0,--,--,--,--,--,--,00,"-27,3395852802531","-67,7592295432626"
CATAMARCA,0,0,00,--,0,0,--,--,0,0,--,--,00,0,"-67,6168389660358"
0,Tinogasta,Punta del Agua,1670,0,--,--,--,0,--,--,--,0,101051500,"-27,2106668219369","-67,7317928557182"
0,Tinogasta,Saujil,00,0,--,--,0,0,--,--,0,0,101051600,"-27,5632127581426",0
CATAMARCA,0,Tatón,3010,--,0,--,--,--,0,--,--,SI,00,"-27,3270122428844","-67,4747701838904"
CABA,0,0,441320,SI,0,0,SI,SI,0,0,SI,SI,20000100,0,"-58,5191298958228"
CORDOBA,Punilla,0,111810,SI,SI,0,--,--,SI,SI,0,0,140910400,"-30,8563966713395",0
CORDOBA,0,0,6720,--,0,0,--,--,0,--,--,0,140910500,"-31,1697129911083","-64,4776214321437"
CORDOBA,Punilla,Charbonier,00,--,--,--,0,--,SI,0,--,--,00,0,"-64,5441595530858"
0,Punilla,Cosquín,194580,0,SI,--,--,0,SI,SI,SI,SI,00,"-31,240571224569","-64,4655312574209"
CORDOBA,0,0,5100,--,0,0,--,--,0,--,--,0,140910800,"-31,4787781890782",0
CORDOBA,Punilla,0,9090,--,--,0,--,--,SI,--,0,SI,140910900,"-31,3842597063571",0
CORDOBA,Punilla,0,59250,--,SI,0,SI,--,SI,0,SI,SI,00,0,"-64,484304266589"
CABA,0,COGHLAN,186040,SI,0,SI,SI,SI,0,SI,SI,SI,00,"-34,5606251344745","-58,4749447458843"
CORDOBA,Santa María,Despeñaderos,00,SI,--,--,0,--,SI,SI,0,SI,141470800,"-31,8170515932731",0
0,Santa María,Dique Chico,1670,0,--,--,0,0,--,--,--,0,141470900,"-31,751852051978","-64,3627643049016"
0,Santa María,El Potrerillo,850,0,--,--,--,0,--,--,SI,SI,00,"-31,6456181955204","-64,481617153406"
0,Santa María,Falda del Cañete,00,0,--,--,0,0,--,0,SI,SI,00,0,"-64,4559553621678"
CORDOBA,0,Falda del Carmen,1700,--,0,--,--,--,0,SI,--,0,141471100,"-31,5854632680747","-64,4548814536225"
CORDOBA,0,0,4190,--,0,0,--,--,0,--,0,0,141471150,"-31,8034930461757",0
0,Santa María,La Boca del Río,00,--,--,--,0,--,--,0,--,--,141471200,0,"-64,4336411746815"
0,Santa María,La Carbonada,2070,0,--,--,--,0,--,--,--,SI,00,0,"-64,0712556356294"
CORDOBA,0,La Cumbrecita,00,--,0,0,--,--,0,SI,0,--,141472800,"-31,898333",0
CORDOBA,Santa María,0,00,--,--,0,--,--,SI,--,--,0,141472800,"-31,6430306930417",0
0,COMUNA 15,VILLA ORTUZAR,217360,0,SI,SI,SI,0,SI,0,SI,SI,20000100,0,"-58,4676516664339"
CATAMARCA,Ambato,Chuchucaruana,00,--,--,--,0,--,--,0,--,--,00,0,"-65,8265242094263"
0,Ambato,Colpes,00,0,--,--,0,0,--,--,0,0,100070200,"-28,056472497625",0
0,Ambato,El Bolsón,2890,0,--,--,--,0,--,--,0,SI,100070300,"-27,9038743420396",0
CATAMARCA,0,0,10070,--,0,0,--,SI,0,SI,--,SI,00,"-28,2141516424861","-65,8738600634115"
CATAMARCA,0,Huaycama,1520,--,0,--,--,--,0,0,--,--,100070500,0,"-65,8147464336478"
0,Ambato,La Puerta,7060,0,--,--,--,0,--,SI,0,0,100070600,"-28,1764379052117",0
CATAMARCA,Ambato,Las Chacritas,00,--,--,--,0,SI,--,--,--,0,100070700,"-27,6464168267027","-65,9533446470458"
CATAMARCA,Ambato,Las Juntas,00,--,--,--,0,--,--,0,--,SI,100070800,0,"-65,8996513641899"
0,Ambato,Los Castillos,00,0,--,--,0,0,--,--,--,--,00,"-27,9582295650792","-65,820685723313"
CATAMARCA,Ambato,0,1700,--,--,0,--,--,SI,--,0,--,100071000,"-27,94999754917",0
CORRIENTES,0,0,128640,SI,0,0,--,SI,0,SI,0,0,181260100,"-28,2553374256059",0
CORRIENTES,0,San Lorenzo,25690,--,0,--,SI,SI,0,0,SI,SI,00,0,"-58,7668321022746"
CORRIENTES,0,0,2960,--,0,0,--,--,--,0,--,--,181330100,0,"-58,624327887603"
0,San Cosme,Paso de la Patria,55980,0,--,--,--,0,SI,SI,SI,0,181330200,"-27,3150060127599",0
CORRIENTES,San Cosme,San Cosme,00,SI,--,--,0,0,SI,SI,0,SI,181330300,"-27,3711801624716",0
CORRIENTES,0,0,19060,--,0,0,--,--,0,0,SI,SI,00,0,"-58,6530388459631"
CORRIENTES,0,San Luis del Palmar,122870,--,0,--,--,SI,0,SI,SI,SI,00,"-27,5081078409756","-58,5554744159758"
0,San Martín,Colonia Carlos Pellegrini,00,0,--,--,0,0,--,SI,0,0,181470100,"-28,5373400329858",0
CORRIENTES,San Martín,Guaviraví,00,--,--,--,0,--,--,--,--,0,181470200,"-29,3669865639555","-56,8292389472207"
CORRIENTES,0,0,71330,SI,0,0,--,SI,0,0,SI,SI,00,0,"-56,6450161726372"
CORRIENTES,San Martín,0,17360,--,--,0,--,--,--,SI,SI,SI,00,"-29,4706323042238","-56,8158358918793"
CORRIENTES,San Miguel,0,19380,--,--,0,--,SI,0,SI,--,0,181540100,"-27,7684514067067","-57,274839083927"
CORRIENTES,0,San Miguel,47920,--,0,--,--,SI,0,SI,0,SI,181540200,"-27,9947735055436",0
0,Santa María,Toledo,00,0,--,--,0,--,SI,SI,SI,SI,00,"-31,5560967583723","-64,0080543306962"
0,Santa María,Valle Alegre,4940,0,--,--,--,0,--,0,--,--,00,0,"-64,4403684727464"
CORDOBA,0,Valle de Anisacate,4870,--,0,--,--,--,0,--,0,--,141473000,"-31,7314776926852",0
CORDOBA,0,0,6790,--,0,0,--,--,0,SI,SI,0,141473100,"-31,7932195162073","-64,5139255175446"
CORDOBA,0,0,14760,--,0,0,--,--,0,--,--,--,00,"-31,6179397578028","-64,3924925248834"
CORDOBA,Santa María,0,9950,--,--,0,--,--,SI,0,SI,SI,00,0,"-64,4324174982752"
0,Santa María,Villa Los Aromos,00,0,--,--,0,0,SI,SI,--,0,141473400,"-31,7359598057037","-64,4389279396961"
CORDOBA,Santa María,Villa Parque Santa Ana,00,SI,--,--,0,--,--,SI,0,SI,141473500,"-31,5893075812486",0
0,Santa María,Villa San Isidro - José de la Quintana,00,0,--,--,0,--,SI,0,--,--,00,0,"-64,3935275639835"
0,Santa María,Villa Sierras de Oro,2510,0,--,--,--,0,--,--,SI,SI,00,"-31,4579361723038","-64,4217153267522"
CORDOBA,Santa María,0,12420,--,--,0,--,--,0,--,0,0,141473800,"-31,4470577243833",0
CORDOBA,0,Caminiaga,2820,--,0,--,SI,--,0,--,--,0,141540100,"-30,0682250779624","-64,052875898278"
0,Sobremonte,Cerro Colorado,00,0,--,--,--,0,--,--,--,--,00,0,"-63,931111"
0,Sobremonte,Chuña Huasi,00,0,--,--,0,0,--,0,--,--,141540300,0,"-64,1299817960277"
CORDOBA,Sobremonte,0,1300,--,--,0,--,--,--,--,--,0,141540400,"-29,5775456904692",0
CORDOBA,0,0,22560,--,0,0,SI,SI,0,SI,0,SI,141540500,"-29,7882609409722",0
CORDOBA,Tercero Arriba,Almafuerte,00,SI,SI,--,0,--,SI,0,SI,SI,00,0,"-64,2543871859511"
0,Tercero Arriba,Colonia Almada,00,0,--,--,0,0,SI,0,--,SI,141610200,0,"-63,8628846933814"
0,Tercero Arriba,Corralito,17270,0,--,--,SI,0,SI,--,0,SI,141610300,"-32,0252572445237",0
CORDOBA,Tercero Arriba,Dalmacio Vélez,00,--,--,--,0,0,--,SI,0,0,141610400,"-32,6108732524704",0
CORDOBA,0,General Fotheringham,3130,SI,0,--,--,--,0,0,SI,SI,141610500,0,"-63,8704257430147"
CORDOBA,0,0,101090,SI,0,0,SI,--,--,SI,SI,SI,00,"-32,4276148348373","-63,7330119093142"
0,Tercero Arriba,James Craik,00,0,SI,--,0,0,SI,SI,SI,0,141610700,"-32,1613056379775","-63,4651919500633"
0,Tercero Arriba,Las Isletillas,1520,0,--,--,--,0,SI,SI,0,0,141610800,"-32,5100979867632",0
0,Tercero Arriba,Las Perdices,50840,0,--,--,--,0,SI,SI,SI,SI,00,"-32,6981884459632","-63,7083103176214"
CORDOBA,Tercero Arriba,Los Zorros,00,--,--,--,0,--,--,0,SI,SI,141611000,0,"-63,2017981667251"
CORDOBA,0,0,75440,SI,0,--,--,--,0,SI,0,0,140911100,"-30,9792461523826",0
CORDOBA,Punilla,0,163350,SI,SI,0,SI,--,SI,SI,0,SI,140911200,"-31,0919649906581",0
CORDOBA,0,0,1030,--,0,0,--,--,0,0,--,--,140911300,0,"-64,5345928843013"
CORDOBA,0,Los Cocos,12420,SI,0,--,--,--,0,0,SI,SI,00,0,"-64,5026123921004"
0,Punilla,Mallín,00,0,--,--,0,0,--,--,0,--,140911500,"-31,2976747453985",0
0,Punilla,Mayu Sumaj,12590,0,SI,--,--,0,SI,SI,--,0,140911600,"-31,4668646402709",0
CORDOBA,0,Quebrada de Luna,1260,--,0,--,--,--,0,--,--,--,00,"-30,7949898871398","-64,5210978856737"
CORDOBA,Punilla,0,36530,--,0,0,SI,--,SI,0,SI,SI,00,0,"-64,5289350434399"
CORDOBA,Punilla,San Esteban,00,SI,--,--,0,--,SI,SI,--,0,140911900,"-30,9199784063317","-64,5360036651851"
0,Punilla,San Roque,00,0,--,--,SI,0,SI,--,0,0,140912000,"-31,3496904364626",0
CORDOBA,Punilla,0,00,--,--,0,--,--,--,--,--,--,00,"-31,3266874438793","-64,4544689502096"
CORDOBA,0,Santa María de Punilla,95260,SI,0,--,SI,--,0,0,SI,SI,00,0,"-64,4653357678432"
CORDOBA,0,Tala Huasi,1310,--,0,--,--,--,0,--,0,SI,140912200,"-31,472446933222",0
CORDOBA,0,0,65540,--,0,0,--,--,0,--,SI,0,140912300,"-31,3549072437345","-64,5909558305817"
0,Río Cuarto,Las Albahacas,2870,0,--,--,--,0,--,0,--,SI,00,0,"-64,8435915248656"
0,Río Cuarto,Las Higueras,00,0,SI,--,0,0,--,SI,SI,SI,00,"-33,0892422210207","-64,2868227686533"
CORDOBA,Río Cuarto,0,1450,SI,--,0,--,--,0,SI,SI,0,140981800,"-32,5348511864127","-64,1052291964295"
CORDOBA,0,Las Vertientes,7660,SI,0,--,SI,--,0,SI,0,SI,140981900,"-33,2839463852241",0
CORDOBA,0,0,3680,SI,0,0,--,--,0,0,--,SI,140982000,0,"-64,4320008051115"
